HH Size,HH Income,Mean HH Age,Rent,Latest Subsidy,First Subsidy,Late Fees?,Military,Disability,PrimaryIncome,Negative,Validation Stratified by Negative
1,2436,65.24,390,347,347,N,NA,NA,G,1,Training
1,9540,43.1,685,460,448,Y,NA,NA,SI,1,Training
1,14592,,608,608,608,N,NA,NA,NA,1,Training
3,16846,25.67,917,0,0,Y,NA,NA,W,1,Training
2,8701,38.78,796,350,350,Y,NA,NA,SI,1,Training
2,25000,22.01,1325,0,0,N,NA,NA,NA,1,Training
1,3180,55.6,623,623,623,N,NA,NA,NA,1,Training
3,29882,15.95,745,0,0,N,NA,NA,W,1,Training
1,1038,38.53,499,499,456,N,NA,NA,NA,1,Training
1,27560,31.74,660,0,0,Y,NA,NA,W,1,Training
1,1140,51.52,628,578,578,Y,NA,NA,G,1,Training
1,20280,30.8,655,0,0,Y,NA,NA,W,1,Training
1,19989,50.97,580,0,0,N,NA,NA,W,1,Training
1,1152,52.04,539,149,486,N,NA,NA,G,1,Training
1,30000,58.95,930,0,0,Y,NA,NA,NA,1,Training
1,8376,59.49,411,0,0,Y,NA,NA,SS,1,Training
1,360,31.02,612,584,562,N,NA,NA,N,1,Training
1,25548,47.49,539,13,486,N,NA,NA,NA,1,Training
1,21357,25.57,499,0,0,Y,NA,NA,W,1,Training
2,23886,21.1,750,0,0,Y,NA,NA,W,1,Training
1,9864,53.62,441,0,0,N,NA,NA,SS,1,Training
1,20255,25.06,845,0,0,Y,NA,NA,W,1,Training
1,2436,23.61,625,562,510,N,NA,NA,G,1,Training
1,1068,46.65,606,555,508,Y,NA,NA,G,1,Training
1,11760,,490,0,0,N,NA,NA,NA,1,Training
2,1000,23.52,930,0,0,N,NA,NA,NA,1,Training
1,14592,,608,608,608,N,NA,NA,NA,1,Training
1,14144,28.6,420,0,0,Y,NA,NA,F,1,Training
1,13140,60.73,440,0,0,N,NA,NA,SI,1,Training
2,21120,31.56,880,0,0,N,NA,NA,NA,1,Training
1,0,27,638,0,0,Y,NA,NA,NA,1,Training
2,13640,26.97,690,0,0,N,NA,NA,W,1,Training
1,9060,40.76,478,0,0,N,NA,NA,SS,1,Training
1,13229,56.33,455,0,0,Y,NA,NA,SI,1,Training
1,21888,25.64,615,0,0,Y,Yes,NA,U,1,Training
1,1068,64.11,606,545,549,N,NA,NA,G,1,Training
1,600,26.38,625,562,582,Y,NA,NA,N,1,Training
1,9300,60.39,478,0,0,N,NA,NA,SS,1,Training
1,1068,66.98,455,455,441,N,NA,NA,G,1,Training
1,2436,28.73,612,571,551,Y,NA,NA,G,1,Training
1,18840,40.76,504,0,0,N,NA,NA,W,1,Training
1,8376,24.88,484,0,0,Y,NA,NA,SS,1,Training
1,13728,34.02,464,0,0,N,NA,NA,W,1,Training
1,20160,35.36,675,0,0,N,NA,NA,W,1,Training
1,28291,38.26,920,0,0,N,NA,NA,NA,1,Training
1,1068,58.56,608,608,608,N,NA,NA,NA,1,Training
2,2400,18.25,712,689,662,Y,NA,NA,N,1,Training
1,12000,,500,0,0,N,NA,NA,NA,1,Training
1,900,28.04,612,582,562,Y,NA,NA,N,1,Training
1,33600,36.97,950,0,0,N,NA,NA,NA,1,Training
4,38904,23.74,905,0,0,Y,NA,NA,W,1,Training
1,1104,25.89,658,593,593,Y,NA,NA,G,1,Training
1,31356,39.29,701,0,0,N,NA,NA,W,1,Training
1,16796,43.08,530,0,0,N,NA,NA,F,1,Training
1,8588,39.91,433,0,0,N,NA,NA,SI,1,Training
1,34996,35.54,897,0,0,Y,NA,NA,W,1,Training
1,2436,24.83,625,538,562,Y,NA,NA,G,1,Training
4,14336,22.05,876,740,740,Y,NA,NA,W,1,Training
1,17103,21.69,576,0,0,Y,NA,NA,W,1,Training
1,3030,31.72,620,558,543,Y,NA,NA,W,1,Training
1,12888,60.77,456,0,0,Y,NA,NA,NA,1,Training
1,12643,58.52,750,421,421,N,NA,NA,F,1,Training
1,16171,24.83,549,0,0,Y,NA,NA,W,1,Training
1,15970,27.6,438,0,0,Y,NA,NA,NA,1,Training
1,0,39.49,539,489,486,Y,NA,NA,N,1,Training
2,11474,24.29,631,0,0,N,NA,NA,SS,1,Training
1,10632,,443,0,0,Y,NA,NA,NA,1,Training
1,6370,46.88,683,482,453,Y,NA,NA,W,1,Training
1,3504,57.21,645,645,645,N,NA,NA,N,1,Training
1,21412,29.11,550,0,0,N,NA,NA,F,1,Training
3,2520,23.22,755,750,745,Y,NA,NA,T,1,Training
1,18000,46.16,535,0,0,N,NA,NA,W,1,Training
1,1104,51.64,616,555,531,N,NA,NA,G,1,Training
2,48000,32.12,1100,0,0,Y,NA,NA,NA,1,Training
1,16441,28.43,499,0,0,Y,NA,NA,U,1,Training
2,31200,31.1,978,560,858,Y,NA,NA,W,1,Training
1,10320,,430,0,0,N,NA,NA,NA,1,Training
1,47700,36.34,699,0,0,Y,NA,NA,NA,1,Training
1,1068,31.22,608,608,608,N,NA,NA,NA,1,Training
3,19237,35.41,1181,549,785,N,NA,NA,CS,1,Training
1,600,24.1,625,337,582,Y,NA,NA,N,1,Training
1,10736,34.3,455,0,0,Y,NA,NA,W,1,Training
1,18980,51.5,421,0,0,Y,NA,NA,U,1,Training
1,35100,30.81,694,0,0,Y,NA,NA,W,1,Training
1,3697,28.14,475,0,0,N,NA,NA,F,1,Training
1,7200,58.87,478,0,0,N,NA,NA,N,1,Training
1,0,25,625,562,562,Y,NA,NA,NA,1,Training
1,8491,61.3,445,0,0,Y,NA,NA,SS,1,Training
1,3000,26.22,545,509,482,Y,NA,NA,G,1,Training
1,16380,55.85,405,0,0,N,NA,NA,W,1,Training
1,21672,65.75,885,0,0,N,NA,NA,NA,1,Training
1,51000,38.24,980,0,0,Y,NA,NA,NA,1,Training
1,20376,,849,0,0,N,NA,NA,NA,1,Training
1,12477,30.66,411,0,0,Y,NA,NA,W,1,Training
2,24960,28.98,635,0,0,Y,NA,NA,W,1,Training
1,4532,67.91,608,2,608,N,NA,NA,NA,1,Training
1,3684,52.88,633,633,633,N,NA,NA,N,1,Training
1,9060,62.59,608,23,23,N,NA,NA,NA,1,Training
1,2436,50.55,616,555,545,N,NA,NA,G,1,Training
1,14331,62.68,420,0,0,Y,NA,NA,NA,1,Training
1,22121,55.77,460,0,0,Y,NA,NA,W,1,Training
1,17870,28.7,520,0,0,Y,NA,NA,W,1,Training
1,10320,,430,0,0,N,NA,NA,NA,1,Training
1,1212,46.85,650,650,650,N,NA,NA,NA,1,Training
1,12468,25.02,535,0,0,N,NA,NA,SS,1,Training
1,47832,29.17,950,0,0,N,NA,NA,NA,1,Training
1,16640,22.55,500,0,0,Y,NA,NA,W,1,Training
1,1104,45.85,628,567,545,N,NA,NA,G,1,Training
1,6425,27.67,612,562,478,Y,NA,NA,W,1,Training
4,18000,26.09,850,0,0,N,NA,NA,NA,1,Training
1,11296,44.75,435,0,0,N,NA,NA,SS,1,Training
1,24960,32.73,540,0,0,N,NA,NA,NA,1,Training
1,19011,51.73,412,0,0,Y,NA,NA,NA,1,Training
1,1068,50.43,456,456,456,N,NA,NA,NA,1,Training
1,2604,53.57,857,849,0,Y,NA,NA,F,1,Training
1,2436,28.34,394,333,333,N,NA,NA,G,1,Training
1,4584,56.3,550,550,550,N,NA,NA,NA,1,Training
1,1140,49.52,628,578,578,N,NA,NA,G,1,Training
2,19827,12.39,665,0,0,Y,NA,NA,W,1,Training
1,9348,37.11,411,0,0,N,NA,NA,SI,1,Training
1,2436,47.92,0,0,0,N,NA,NA,NA,1,Training
1,1128,47.1,539,489,486,Y,NA,NA,G,1,Training
1,10320,,430,0,0,N,NA,NA,NA,1,Training
2,15012,55.87,685,0,0,N,Yes,NA,SS,1,Training
1,815,26.59,612,582,582,Y,NA,NA,N,1,Training
1,14560,36.02,50,528,528,N,NA,NA,W,1,Training
1,2436,24.99,658,607,607,Y,NA,NA,G,1,Training
1,1104,60.08,616,566,556,N,NA,NA,G,1,Training
1,3000,24.36,620,545,545,N,NA,NA,G,1,Training
1,2548,25.43,625,562,557,Y,NA,NA,W,1,Training
1,12053,59.14,625,625,625,N,NA,NA,SS,1,Training
5,12300,31.7,910,0,0,Y,NA,NA,W,1,Training
1,19760,24.84,465,113.5,227,Y,NA,NA,W,1,Training
1,9060,55.95,659,0,0,N,NA,NA,SS,1,Training
2,25896,21.11,694,0,0,N,NA,NA,W,1,Training
1,8508,37.53,606,382,366,Y,NA,NA,SS,1,Training
1,11863,53.68,653,366,346,Y,No,NA,SI,1,Training
1,18564,57.84,450,0,0,Y,NA,NA,NA,1,Training
1,2436,25.29,625,562,562,Y,NA,NA,G,1,Training
1,21656,37.49,648,0,0,N,NA,NA,F,1,Training
1,2318,26.41,593,549,549,Y,NA,NA,N,1,Training
1,37200,28.22,1300,0,0,N,NA,NA,NA,1,Training
1,12000,,500,0,0,N,NA,NA,NA,1,Training
1,11273,39.91,478,0,0,N,NA,NA,B,1,Training
1,9060,56.96,478,0,0,Y,NA,NA,SI,1,Training
1,6435,24.45,625,562,516,N,NA,NA,W,1,Training
1,5722,37.27,671,524,513,N,NA,NA,SS,1,Training
1,15600,46.23,437,0,0,Y,NA,NA,B,1,Training
2,44000,43.38,1325,0,0,Y,NA,NA,NA,1,Training
1,1212,46.51,550,550,550,N,NA,NA,NA,1,Training
1,1692,51.17,606,556,549,Y,NA,NA,G,1,Training
1,5628,53.46,561,561,550,N,NA,NA,NA,1,Training
1,24800,64.93,650,0,0,N,NA,NA,W,1,Training
1,1152,29.57,612,584,562,Y,NA,NA,G,1,Training
1,22000,38.61,478,0,0,N,NA,NA,B,1,Training
1,8494,47.2,521,372,348,Y,NA,NA,SS,1,Training
1,16521,23.45,495,0,0,Y,NA,NA,W,1,Training
1,18141,35.93,430,0,0,N,NA,NA,F,1,Training
2,1896,15.34,819,714,755,Y,NA,NA,T,1,Training
2,32000,29.7,995,0,0,N,NA,NA,NA,1,Training
2,60000,32.39,1365,0,0,N,NA,NA,NA,1,Training
2,19448,18.67,650,0,0,N,NA,NA,W,1,Training
1,3000,26.32,743,694,707,N,NA,NA,G,1,Training
1,1212,47.64,569,513,478,N,NA,NA,G,1,Training
1,16536,50.66,441,0,0,N,NA,NA,U,1,Training
1,1068,57.21,606,556,508,N,NA,NA,G,1,Training
1,1068,59.88,606,556,549,N,No,NA,G,1,Training
1,42000,33.02,1099,0,0,Y,NA,NA,NA,1,Training
1,12103,63.68,605,374,318,Y,NA,NA,SS,1,Training
2,16200,,675,0,0,N,NA,NA,NA,1,Training
1,14040,32.11,422,0,0,N,NA,NA,W,1,Training
1,19176,,799,0,0,Y,NA,NA,NA,1,Training
1,49500,46.28,1330,0,0,Y,NA,NA,NA,1,Training
1,12095,43.7,412,0,0,Y,NA,NA,NA,1,Training
1,14322,52.89,620,10,266,Y,NA,NA,W,1,Training
1,8616,56.63,404,0,0,N,NA,NA,SI,1,Training
1,1104,44.24,608,608,608,N,NA,NA,NA,1,Training
1,13250,25.32,470,0,0,Y,No,NA,W,1,Training
1,10320,74.67,418,0,0,Y,NA,NA,SI,1,Training
1,25920,29.34,470,0,0,Y,NA,NA,NA,0,Test
1,1128,34.29,653,594,566,Y,NA,NA,G,0,Test
1,3168,51.81,623,623,608,N,NA,NA,NA,0,Test
1,57960,32.21,875,0,0,N,NA,NA,NA,0,Test
3,17314,32.73,638,0,0,N,NA,NA,F,0,Test
1,11232,61.63,434,0,0,Y,NA,NA,U,0,Test
1,20800,30.39,438,0,0,Y,NA,NA,NA,0,Test
1,23402,55.37,463,0,0,N,NA,NA,F,0,Test
1,18456,,769,0,0,N,NA,NA,NA,0,Test
1,21520,31.49,484,0,0,Y,NA,NA,W,0,Test
2,18093,28.59,415,0,0,Y,NA,NA,F,0,Test
2,14836,29.11,867,647,373,N,NA,NA,SI,0,Test
2,30000,28.92,1220,0,0,N,NA,NA,NA,0,Test
2,43056,59.45,1230,0,0,Y,NA,NA,NA,0,Test
1,0,50.8,599,187,441,Y,NA,NA,NA,0,Test
1,22880,36.43,670,0,0,N,NA,NA,W,0,Test
5,7306,13.21,1023,0,0,Y,NA,NA,W,0,Test
3,6958,20.59,835,277,277,Y,NA,NA,G,0,Test
1,12000,30.18,395,0,0,Y,NA,NA,NA,0,Test
1,33798,30.47,631,0,0,N,NA,NA,W,0,Test
2,18720,42.45,755,0,0,Y,No,NA,F,0,Test
5,22244,18.26,848,0,0,N,NA,NA,W,0,Test
1,1128,57.78,628,567,566,N,NA,NA,G,0,Test
2,5666,34.89,1250,0,0,N,NA,NA,NA,0,Test
1,1896,45.93,728,728,770,N,NA,NA,W,0,Test
2,17724,28.22,399,0,0,N,NA,NA,NA,0,Test
1,8744,67.55,415,0,0,N,No,Yes,SS,0,Test
1,8652,33.75,666,0,0,N,NA,NA,SI,0,Test
1,696,27.89,658,622,584,Y,NA,NA,N,0,Test
1,2436,60.79,429,429,414,Y,NA,NA,G,0,Test
2,46310,26.94,1020,0,0,N,NA,NA,NA,0,Test
2,46400,32.13,1170,0,0,Y,NA,NA,NA,0,Test
1,5700,50.7,414,0,0,Y,NA,NA,N,0,Test
1,4944,29.85,460,460,460,N,NA,NA,N,0,Test
1,441,24.05,625,538,562,Y,NA,NA,N,0,Test
2,5262,45.05,847,682,667,N,NA,NA,SS,0,Test
1,1068,38.79,608,608,608,N,NA,NA,NA,0,Test
2,33696,26.63,875,0,0,N,NA,NA,N,0,Test
2,40800,32.16,1190,0,0,N,NA,NA,NA,0,Test
1,9360,60.8,405,0,0,N,NA,NA,SS,0,Test
1,1152,61.14,683,450,504,Y,NA,NA,G,0,Test
2,51000,28.65,1130,0,0,N,NA,NA,NA,0,Test
1,27600,27.46,840,0,0,N,No,NA,NA,0,Test
2,66560,28.13,1100,0,0,N,NA,NA,NA,0,Test
1,20099,30.36,370,0,0,N,NA,NA,N,0,Test
2,31200,29.32,1300,0,0,N,NA,NA,NA,0,Test
1,0,31.22,765,350,221,N,NA,NA,NA,0,Test
2,33000,27.68,970,0,0,N,NA,NA,NA,0,Test
1,18700,44.22,418,0,0,Y,NA,NA,W,0,Test
1,26000,48.56,679,0,0,Y,No,No,W,0,Test
1,3396,23.81,631,631,631,N,NA,NA,N,0,Test
1,6162,29.35,590,458,458,N,NA,NA,W,0,Test
1,1140,26.23,638,167,578,N,NA,NA,G,0,Test
1,3168,66.26,720,82,623,N,No,Yes,NA,0,Test
1,10432,51.63,448,0,0,N,NA,NA,SI,0,Test
2,38728,69.02,844,0,0,Y,NA,NA,NA,0,Test
1,32400,31.56,695,0,0,N,NA,NA,NA,0,Test
1,34700,28.56,715,0,0,Y,NA,NA,W,0,Test
1,21620,51.03,30,268,0,N,No,No,W,0,Test
1,7476,28.68,612,417,438,N,NA,NA,SS,0,Test
8,25000,17.52,961,0,0,Y,NA,NA,W,0,Test
1,17589,40.74,433,0,0,Y,NA,NA,W,0,Test
1,24000,38.55,1181,641,640,Y,NA,NA,NA,0,Test
2,13177,26.96,611,0,0,Y,No,NA,W,0,Test
1,16800,40.22,440,0,0,Y,NA,NA,W,0,Test
2,8520,31.76,910,799,234,Y,No,NA,SI,0,Test
4,21373,23.04,815,0,0,Y,NA,NA,W,0,Test
1,11772,60.51,519,0,0,N,No,No,SI,0,Test
1,14412,55.51,469,0,0,Y,No,No,SS,0,Test
1,600,27.56,612,354,582,Y,NA,NA,N,0,Test
1,3072,30.79,633,633,615,N,No,No,N,0,Test
1,2436,58.64,608,608,608,N,NA,NA,NA,0,Test
1,34000,46.04,1150,0,0,N,NA,NA,NA,0,Test
1,1152,54.21,596,255,504,N,NA,NA,G,0,Test
4,12404,18.54,1142,986,1013,Y,NA,NA,W,0,Test
1,11691,64.04,430,0,0,Y,No,NA,SS,0,Test
1,24240,25.41,1010,0,0,N,NA,NA,NA,0,Test
1,3492,56.8,645,645,645,N,No,NA,N,0,Test
1,43992,29.13,997,0,0,N,NA,NA,NA,0,Test
4,8436,26.68,1350,658,526,Y,No,NA,CS,0,Test
5,45323,14.59,832,0,0,Y,No,NA,B,0,Test
1,25896,43.08,755,0,0,N,NA,NA,W,0,Test
1,3636,52.24,420,398,536,N,NA,NA,G,0,Test
1,16786,32.27,546,0,0,Y,NA,NA,W,0,Test
2,12402,32.36,920,551,754,Y,NA,NA,W,0,Test
1,16920,65.12,453,0,0,Y,Yes,Yes,SS,0,Test
2,32000,32.93,910,0,0,N,NA,NA,NA,0,Test
1,9093,58.02,817,626,574,Y,NA,NA,SI,0,Test
1,4632,33.22,735,813,0,N,NA,NA,W,0,Test
1,2436,63.77,606,389,478,N,NA,NA,G,0,Test
1,14560,58.74,410,0,0,N,NA,NA,F,0,Test
2,2400,20.07,840,833,812,Y,NA,NA,CS,0,Test
2,19176,,799,0,0,N,NA,NA,NA,0,Test
1,8022,30.72,418,0,0,Y,NA,NA,SS,0,Test
2,48000,30.73,900,0,0,N,NA,NA,NA,0,Test
2,18876,39.42,850,825,825,N,NA,NA,W,0,Test
2,8580,28.09,780,0,0,Y,NA,NA,NA,0,Test
1,15600,,650,0,0,N,NA,NA,NA,0,Test
2,21528,16.21,600,0,0,N,NA,NA,W,0,Test
1,12870,26.66,415,0,0,N,NA,NA,W,0,Test
1,2436,60.91,623,7,608,N,NA,NA,NA,0,Test
2,38954,25.26,851,0,0,Y,NA,NA,NA,0,Test
1,10985,28.77,420,0,0,Y,NA,NA,W,0,Test
1,53000,47.34,1020,0,0,Y,NA,NA,NA,0,Test
1,19283,30.63,660,0,0,Y,NA,NA,W,0,Test
3,48000,36.82,1245,0,0,N,NA,NA,NA,0,Test
1,15261,59.6,500,51,0,N,No,Yes,PE,0,Test
2,27900,26.59,997,0,0,N,NA,NA,NA,0,Test
1,8871,75.92,740,518,453,N,NA,NA,SS,0,Test
2,14400,,600,0,0,N,NA,NA,NA,0,Test
3,60000,62.58,1365,0,0,N,NA,NA,NA,0,Test
2,16726,25.47,832,0,0,N,NA,NA,W,0,Test
1,12496,27.37,484,0,0,N,NA,NA,NA,0,Test
5,25399,23.62,828,0,0,Y,NA,NA,W,0,Test
1,25229,32.35,520,0,0,Y,No,NA,W,0,Test
1,9300,58.77,714,534,435,N,No,NA,SS,0,Test
1,15404,29.04,425,0,0,Y,NA,NA,NA,0,Test
2,72000,24.5,1393,0,0,N,NA,NA,NA,0,Test
1,3327,22.45,658,593,586,Y,NA,NA,SS,0,Test
2,15366,26.63,700,0,0,N,NA,NA,W,0,Test
1,19963,61.15,663,0,0,N,NA,NA,W,0,Test
1,1104,54.65,630,630,630,N,NA,NA,G,0,Test
1,20124,49.84,650,0,0,N,NA,NA,U,0,Test
1,16776,,699,0,0,N,NA,NA,NA,0,Test
2,15092,19.36,590,482,0,Y,No,No,F,0,Test
1,1104,57.7,653,438,556,N,No,Yes,G,0,Test
1,23293,60.15,690,425,236,Y,NA,NA,W,0,Test
1,31200,30.16,650,0,0,N,NA,NA,W,0,Test
1,9936,60.94,239,313,0,N,No,Yes,SS,0,Test
1,720,21.72,645,586,583,Y,NA,NA,N,0,Test
1,120000,41.53,1155,0,0,N,NA,NA,NA,0,Test
1,31200,36.08,1161,0,0,Y,NA,NA,F,0,Test
5,14026,13.93,1035,905,433,Y,No,NA,W,0,Test
2,34000,31.39,920,0,0,N,NA,NA,NA,0,Test
1,13560,,565,565,550,N,NA,NA,NA,0,Test
1,20340,60.54,460,0,0,Y,NA,NA,W,0,Test
6,21900,20.79,1350,1182,1121,N,NA,NA,W,0,Test
4,12283,11.92,1239,0,0,Y,NA,NA,NA,0,Test
1,17704,25.35,515,0,0,N,NA,NA,W,0,Test
1,30845,48.78,438,0,0,N,No,NA,W,0,Test
3,14378,27.79,925,0,0,Y,NA,NA,U,0,Test
1,17496,24.04,631,0,0,Y,NA,NA,W,0,Test
2,5244,19.89,900,500,500,N,NA,NA,T,0,Test
1,28249,30.82,690,0,0,Y,NA,NA,W,0,Test
1,15576,,649,0,0,N,NA,NA,NA,0,Test
1,15153,24.1,657,0,0,Y,No,NA,W,0,Test
1,2436,23.99,625,263,538,Y,NA,NA,G,0,Test
2,38355,28.01,900,75,75,N,NA,NA,W,0,Test
1,20988,36.19,460,0,0,N,NA,NA,W,0,Test
1,9738,52.87,478,0,0,N,NA,NA,SS,0,Test
1,32689,57.72,423,0,0,Y,No,NA,W,0,Test
1,45500,55.31,930,0,0,N,NA,NA,NA,0,Test
1,12124,37.54,415,0,0,N,NA,NA,NA,0,Test
1,24533,59.64,537,0,0,N,NA,NA,SS,0,Test
1,1128,27.86,605,558,471,Y,NA,NA,G,0,Test
1,20800,52.14,653,592,538,Y,No,Yes,W,0,Test
2,37728,31.76,1025,0,0,Y,NA,NA,NA,0,Test
1,19616,45.73,630,0,0,Y,NA,NA,W,0,Test
1,2436,30.01,612,571,551,N,NA,NA,G,0,Test
3,36488,26.31,1049,0,0,Y,NA,NA,W,0,Test
1,1140,22.06,625,576,425,Y,No,No,G,0,Test
1,12194,72.01,595,322,0,N,NA,NA,SS,0,Test
3,8050,25.62,725,516,157,Y,NA,NA,T,0,Test
1,31500,34.12,708,0,0,Y,NA,NA,W,0,Test
1,14014,34.56,577,0,0,Y,NA,No,W,0,Test
1,6240,31.63,623,623,608,Y,NA,NA,NA,0,Test
2,48000,27.31,990,0,0,N,NA,NA,NA,0,Test
1,20384,31.28,505,0,0,Y,NA,NA,F,0,Test
1,3168,43.78,720,720,623,N,No,Yes,NA,0,Test
2,62860,40.47,1185,0,0,N,NA,NA,NA,0,Test
1,29000,30.53,849,0,0,N,NA,NA,NA,0,Test
1,36000,31.78,977,0,0,N,NA,NA,NA,0,Test
1,9481,28,590,390,390,Y,NA,NA,W,0,Test
1,20020,29.22,777,692,0,Y,NA,NA,W,0,Test
2,1200,19.37,905,830,905,N,NA,NA,N,0,Test
1,2639,23.95,658,613,611,Y,NA,NA,W,0,Test
1,69600,49.22,950,0,0,N,NA,NA,NA,0,Test
1,19473,31.71,817,610,600,Y,NA,NA,W,0,Test
1,25064,39.57,709,0,0,N,NA,NA,W,0,Test
1,18327,29.22,441,0,0,Y,NA,NA,W,0,Test
1,2436,63.02,395,367,370,Y,No,No,G,0,Test
1,1068,57.4,599,549,519,N,NA,NA,G,0,Test
1,11781,26.76,575,0,0,N,NA,NA,W,0,Test
1,8108,67.28,441,0,0,N,NA,NA,SS,0,Test
1,8496,62.91,405,0,0,Y,NA,NA,SI,0,Test
2,18880,28.98,836,0,0,N,NA,NA,W,0,Test
1,29826,40.03,697,0,0,Y,NA,NA,W,0,Test
1,8585,45.43,565,565,546,N,NA,NA,SS,0,Test
1,2436,49.82,623,623,608,N,NA,NA,NA,0,Test
1,9960,,415,0,0,N,NA,NA,NA,0,Test
1,16042,29.24,423,0,0,Y,NA,NA,W,0,Test
1,37800,35.31,927,0,0,N,NA,NA,NA,0,Test
1,12871,57.72,620,358,325,N,NA,NA,SS,0,Test
1,10320,,430,0,0,N,NA,NA,NA,0,Test
1,16796,31.23,515,0,0,Y,NA,NA,W,0,Test
1,9060,55.08,668,462,432,N,NA,NA,NA,0,Test
1,20443,26.82,490,0,0,N,NA,NA,W,0,Test
2,12000,24.32,1060,0,0,N,NA,NA,NA,0,Test
1,28795,31.74,618,0,0,N,NA,NA,W,0,Test
1,10440,,435,0,0,N,NA,NA,NA,0,Test
1,39000,34.11,699,0,0,N,NA,NA,NA,0,Test
1,2436,46.02,626,598,574,N,No,NA,G,0,Test
1,1152,42.42,422,0,0,N,NA,NA,G,0,Test
4,28080,12.42,700,0,0,Y,NA,NA,W,0,Test
1,30096,30.77,618,0,0,Y,NA,NA,W,0,Test
1,11976,,499,0,0,Y,NA,NA,NA,0,Test
3,12066,36.46,828,418.5,796,N,No,NA,N,0,Test
1,1128,54.34,616,566,566,N,NA,NA,G,0,Test
1,5700,33.98,561,561,550,N,NA,NA,NA,0,Test
2,100000,69.08,1225,0,0,N,NA,NA,NA,0,Test
1,1056,21.1,658,658,618,N,NA,NA,N,0,Test
1,23400,38.74,600,0,0,N,NA,NA,W,0,Test
1,13302,47.79,704,424,499,Y,NA,NA,SS,0,Test
2,33200,34.22,930,0,0,N,NA,NA,NA,0,Test
2,17702,27.12,689,0,0,Y,NA,NA,W,0,Test
1,7236,50.6,405,0,0,Y,NA,NA,N,0,Test
1,19240,41.23,438,0,0,Y,NA,NA,W,0,Test
2,40000,28.55,1225,0,0,N,NA,NA,NA,0,Test
2,23448,21.9,977,0,0,N,NA,NA,NA,0,Test
6,25754,17.38,1121,307,1074,Y,NA,NA,CS,0,Test
1,85000,49.52,977,0,0,N,NA,NA,NA,0,Test
1,2364,56.4,510,378,450,Y,No,Declined,G,0,Test
1,20507,28.76,459,0,0,Y,NA,NA,W,0,Test
1,27000,39.1,880,667,742,N,No,NA,NA,0,Test
5,18070,18.86,884,0,0,N,NA,NA,W,0,Test
1,42000,28.99,1039,0,0,N,NA,NA,NA,0,Test
1,29640,37.51,715,0,0,N,NA,NA,W,0,Test
1,37992,43.45,1017,0,0,N,NA,NA,NA,0,Test
3,480,16.91,766,661,750,N,NA,NA,N,0,Test
1,8856,57.98,382,0,0,N,NA,NA,SS,0,Test
1,28000,61.87,499,0,0,N,NA,NA,NA,0,Test
1,19512,64.18,813,586.5,763,Y,No,Yes,NA,0,Test
1,11640,,485,438,438,N,NA,NA,NA,0,Test
3,21304,13.85,600,0,0,Y,NA,NA,W,0,Test
1,2886,30.85,722,661,687,Y,NA,NA,W,0,Test
1,19152,,798,0,0,N,NA,NA,NA,0,Test
2,12000,29.16,849,0,0,Y,NA,NA,NA,0,Test
1,25375,31.44,625,0,0,N,NA,NA,W,0,Test
1,20169,51.35,469,0,0,N,No,NA,W,0,Test
1,0,58.3,850,640,620,Y,NA,NA,NA,0,Test
2,58000,25.89,1365,0,0,N,NA,NA,NA,0,Test
1,15054,52.54,420,0,0,N,NA,NA,W,0,Test
2,23328,31.62,460,0,0,Y,No,NA,W,0,Test
1,12960,,540,0,0,Y,NA,NA,NA,0,Test
4,19200,30.95,1200,0,0,N,NA,NA,NA,0,Test
1,29930,64.14,1062,0,0,Y,No,No,SS,0,Test
1,40800,34.7,810,0,0,N,NA,NA,NA,0,Test
1,36400,32.73,729,0,0,Y,NA,NA,W,0,Test
1,1044,21.38,625,576,538,Y,No,No,N,0,Test
1,10393,64.7,411,0,0,Y,Yes,NA,SI,0,Test
1,1140,46.54,653,592,578,Y,No,Yes,G,0,Test
2,36720,35.89,1220,0,0,Y,No,NA,NA,0,Test
1,2436,54.36,441,441,441,N,NA,NA,G,0,Test
1,16593,38.39,426,0,0,Y,NA,NA,W,0,Test
1,8616,82.25,735,692,0,Y,NA,NA,SS,0,Test
3,7002,33,849,743,611,Y,NA,NA,G,0,Test
1,600,55.83,750,540,540,N,NA,NA,N,0,Test
5,7528,10.57,1216,770,1150,Y,No,No,G,0,Test
2,18000,33.16,839,0,0,N,NA,NA,NA,0,Test
1,15600,32.03,434,0,0,Y,NA,NA,W,0,Test
1,50000,32.55,835,0,0,Y,NA,NA,NA,0,Test
1,8682,71.85,404,0,0,N,NA,NA,SI,0,Test
1,10620,50.42,254,189,0,N,NA,Yes,SS,0,Test
1,0,24.47,625,562,562,Y,NA,NA,NA,0,Test
1,4808,24.05,625,625,521,Y,NA,NA,W,0,Test
2,8087,42,897,822,700,Y,NA,NA,SI,0,Test
1,9271,69.35,432,0,0,Y,NA,NA,SS,0,Test
5,22088,16.5,958,883,506,Y,NA,NA,W,0,Test
1,25288,35.22,810,643,370,Y,NA,NA,W,0,Test
1,9060,45.94,817,599,566,Y,No,NA,SS,0,Test
1,1212,57.15,606,392,478,N,Yes,NA,G,0,Test
2,17053,36.08,899,492,702,Y,No,NA,W,0,Test
1,1200,37.26,735,319,0,N,NA,NA,N,0,Test
1,30603,56,625,0,0,N,NA,NA,W,0,Test
